type,priority,category,issue,enterpriseTier,flag,weekday,week,periods,previousDepartmentID,newDepartmentID,difference
1,2,0,16,0,0,1,11,1,33,47,92896
1,2,0,16,0,0,2,11,1,47,33,12747
1,2,0,16,0,0,2,11,1,33,47,723
1,2,0,16,0,0,3,11,2,47,33,515648
1,2,0,16,0,0,2,12,2,33,47,1733
1,2,0,16,0,0,2,12,2,47,33,500
1,2,0,16,0,0,4,12,1,33,47,67330
1,2,0,16,0,0,5,12,1,47,33,616
1,2,0,16,0,0,5,12,1,33,47,6121
1,2,0,16,1,0,2,11,1,47,33,1008
1,2,0,16,1,0,2,11,2,33,47,21349
1,2,0,16,1,0,2,11,3,47,33,56830
1,2,0,16,1,0,3,11,2,33,47,105175
1,2,0,16,1,0,4,11,1,47,33,61446
1,2,0,16,1,0,2,12,1,33,47,3378
1,2,0,16,1,0,2,12,1,47,33,61805
1,2,0,16,0,0,2,11,2,47,33,78199
1,2,0,16,0,0,3,11,1,33,47,11711
1,2,0,16,0,0,3,11,1,47,33,3730
1,2,0,16,0,0,3,11,1,33,47,714
1,2,0,16,1,0,2,11,1,171,33,2128
1,2,0,16,1,0,2,11,1,171,33,5261
1,2,0,16,0,0,3,11,1,47,33,1105939
1,2,0,16,0,0,2,13,2,33,47,5620
1,2,0,7,0,1,4,12,1,171,12,4952
1,2,0,7,0,1,4,12,2,171,9,5589
1,2,0,7,0,1,3,14,1,83,12,425659
1,1,1,0,0,0,5,10,3,171,48,237853
1,1,3,8,0,1,2,14,1,36,19,26558
1,2,1,9,0,0,6,10,2,171,9,185360
1,2,3,8,0,0,6,10,2,171,9,1653097
1,2,0,12,0,1,6,10,1,171,12,170382
1,2,0,0,0,0,6,10,1,171,9,410682
1,2,0,0,0,0,4,14,1,171,9,510601
1,1,3,8,0,0,0,10,3,171,21,96555
1,1,3,8,0,0,1,11,1,21,9,561834
1,2,3,6,0,0,3,12,2,171,48,1029649
1,2,3,13,0,0,4,12,1,36,9,80518
1,2,0,16,1,0,3,11,1,47,33,3966
1,2,0,16,1,0,5,11,1,33,47,14254
1,2,0,16,1,0,5,11,2,47,33,957
1,2,0,16,1,0,1,12,1,33,47,28994
1,2,0,16,1,0,1,12,3,47,33,58306
1,2,0,16,1,0,3,12,1,33,47,5350
1,2,0,16,1,0,3,12,2,47,33,6505
1,2,0,16,1,0,3,12,2,33,47,4457
1,2,0,16,1,0,3,12,1,47,33,897
1,2,0,16,1,0,4,11,2,47,33,78891
1,2,0,16,1,0,1,12,1,33,47,5342
1,2,0,16,1,0,1,12,1,47,33,17942
1,2,0,16,1,0,2,12,1,33,47,5698
1,2,0,16,1,0,2,12,1,47,33,5973
1,2,0,16,1,0,4,12,1,33,47,29747
1,2,0,16,1,0,4,12,3,47,33,66050
1,2,0,16,1,0,5,12,2,33,47,250929
1,2,0,16,1,0,1,13,1,47,33,2141
1,2,0,16,1,0,4,13,1,68,33,62513
1,2,0,16,0,0,5,11,2,47,45,4496
1,2,0,16,0,0,5,11,2,45,33,955
1,2,0,16,0,0,5,11,1,33,45,4746
1,2,0,16,0,0,5,11,1,45,33,1967
1,2,0,16,0,0,5,11,1,33,45,951
1,2,0,16,0,0,5,11,1,45,33,336416
1,2,0,16,1,0,5,11,2,47,33,475
1,2,0,16,1,0,1,12,1,33,47,3855
1,2,0,16,1,0,1,12,1,47,33,1168
1,2,0,16,1,0,2,12,1,33,47,3642
1,2,0,16,1,0,2,12,1,47,33,7912
1,2,0,16,1,0,4,12,1,33,47,4764
1,2,0,16,1,0,4,12,1,47,33,4223
1,2,0,16,1,0,4,12,2,33,47,903
1,2,0,16,1,0,4,12,2,47,33,257
4,2,0,16,0,0,1,12,2,47,33,90457
4,2,0,16,0,0,2,12,2,33,47,3625
4,2,0,16,0,0,2,12,1,47,33,114
4,2,0,16,0,0,2,12,1,33,36,506492
4,2,0,16,0,0,1,13,2,36,33,3123
4,2,0,16,0,0,1,13,2,33,47,6730
4,2,0,16,0,0,1,13,1,47,33,180
4,2,0,16,0,0,1,13,1,33,36,245724
4,2,0,16,0,0,2,12,1,47,33,16368
4,2,0,16,0,0,2,12,2,33,47,3766
4,2,0,16,0,0,2,12,1,47,33,123
4,2,0,16,0,0,2,12,1,33,36,506441
4,2,0,16,0,0,1,13,2,36,33,3064
4,2,0,16,0,0,1,13,2,33,47,6418
4,2,0,16,0,0,1,13,1,47,33,609
4,2,0,16,0,0,1,13,1,33,36,418
4,2,0,16,0,0,1,13,1,36,47,2615
4,2,0,16,0,0,1,13,1,47,36,320008
4,2,0,16,0,0,3,12,1,47,33,173909
4,2,0,16,0,0,5,12,1,33,47,1574
4,2,0,16,0,0,5,12,1,47,33,252
4,2,0,16,0,0,5,12,1,33,36,273561
4,2,0,16,0,0,1,13,1,36,47,3334
4,2,0,16,0,0,1,13,1,47,36,319198
1,2,3,0,0,0,4,12,3,171,12,355582
1,2,8,16,0,1,0,11,3,171,12,146486
1,2,0,16,1,0,3,11,2,47,33,6555
1,2,0,16,1,0,3,11,2,33,47,7930
1,2,0,16,0,0,4,11,2,47,45,85047
1,2,0,16,0,0,5,11,2,45,33,5091
1,2,0,16,0,0,5,11,2,33,45,500838
1,2,0,16,0,0,4,12,1,45,33,1987
1,2,0,16,0,0,4,12,1,33,45,808
1,2,0,16,0,0,4,12,1,45,33,3482
1,2,0,16,0,0,4,12,1,33,45,1447
1,2,3,6,0,0,4,12,1,171,12,348211
1,2,0,16,1,0,4,11,1,47,33,123
1,2,0,16,1,0,4,11,3,33,47,53957
1,1,0,16,1,0,5,11,1,47,45,9460
1,1,0,16,1,0,5,11,2,45,33,503
1,1,0,16,1,0,5,11,2,33,45,7370
1,2,8,6,0,0,4,11,2,171,48,5898
1,2,3,0,0,0,1,21,1,83,8,15
3,2,0,0,0,1,1,11,3,36,9,65076
3,2,0,0,0,1,2,11,2,9,36,615364
1,1,0,16,1,0,3,11,2,171,9,165864
1,1,0,16,1,0,1,13,2,68,9,331307
3,2,0,6,0,0,1,11,2,171,9,95305
3,2,0,6,0,0,2,11,1,9,62,3260
3,2,0,6,0,0,3,11,2,62,9,1705
3,2,0,6,0,0,3,12,1,9,36,256545
1,2,1,0,0,0,2,11,2,36,9,163268
1,2,0,16,0,0,3,11,1,47,33,1805
1,2,0,16,0,0,3,11,1,33,47,353
1,2,0,16,0,0,3,11,1,47,33,154
1,2,0,16,0,0,3,11,2,33,47,908
1,2,0,16,0,0,3,11,2,47,33,737
1,2,0,16,0,0,4,11,2,47,33,12115
1,2,0,16,0,0,4,11,1,33,47,1281
1,2,0,16,0,0,4,11,1,47,33,318171
1,2,0,8,0,0,2,11,3,171,62,14930
1,3,0,16,1,0,2,11,1,47,33,1941
1,3,0,16,1,0,2,11,2,33,47,9674
1,3,0,16,1,0,2,11,1,47,33,2630
1,3,0,16,1,0,2,11,1,33,47,4491
1,3,0,16,1,0,2,11,3,47,33,55123
1,3,0,16,1,0,2,11,1,47,45,68553
1,3,0,16,1,0,3,11,1,45,33,1173
1,3,0,16,1,0,3,11,1,33,45,3657
1,3,0,16,1,0,3,11,2,45,33,510
1,3,0,16,1,0,4,11,3,33,45,2830
1,3,0,16,1,0,4,11,1,45,33,792
1,2,0,16,1,0,4,11,1,47,33,3190
1,2,0,16,1,0,5,11,1,33,47,11219
1,2,0,16,1,0,5,11,2,47,33,366
1,2,0,16,1,0,5,11,2,33,47,540
1,2,0,16,1,0,5,11,2,47,33,1408
1,2,3,12,0,0,4,12,1,171,12,331312
1,1,1,16,0,1,2,11,1,46,47,1433
1,1,3,7,1,1,1,11,3,171,9,1140
1,1,1,0,0,0,1,11,1,171,47,70921
1,1,1,0,0,0,2,11,1,46,9,1413
1,1,1,0,0,0,4,12,3,9,47,13939
1,1,1,0,0,0,4,12,1,47,9,185
1,1,1,0,0,0,5,12,3,9,47,7072
1,1,1,0,0,0,5,12,1,47,9,464
1,3,3,0,1,0,1,11,1,171,48,65293
1,3,3,0,1,0,2,11,1,48,141,14156
1,3,3,0,1,0,2,11,2,141,48,305
1,2,0,0,0,0,2,11,3,62,9,90264
1,2,0,0,0,0,3,11,1,9,62,1624
1,2,0,0,0,0,3,11,1,62,9,530224
1,1,1,0,0,0,2,13,1,171,9,613
1,1,1,0,0,0,2,13,1,9,47,69177
1,1,1,0,0,0,3,13,1,46,9,7553
1,2,3,0,0,0,1,11,3,171,48,57244
1,2,3,0,0,0,2,11,1,48,141,1474932
1,2,3,0,0,0,5,13,1,141,48,1036592
1,0,3,0,0,0,2,11,1,48,141,1300766
1,0,3,0,0,0,3,13,1,141,48,20880
1,1,9,16,1,0,2,11,1,9,38,2574
1,2,0,16,0,0,5,11,1,47,146,1031588
1,2,0,16,0,0,3,13,3,146,47,96134
1,2,0,16,0,0,5,12,1,38,36,267542
1,2,0,16,0,0,5,12,1,36,38,282435
1,2,0,16,0,0,2,13,1,38,36,95354
1,2,0,16,0,0,3,13,2,36,38,71814
1,2,0,16,0,0,4,11,1,47,33,86575
1,2,0,16,0,0,5,11,1,33,47,751
1,2,0,16,0,0,5,11,1,47,33,7753
1,2,0,16,0,0,5,11,2,33,47,1730
1,2,0,16,0,0,5,11,2,47,33,257022
1,2,0,16,0,0,1,12,2,33,47,651
1,2,0,16,0,0,1,12,2,47,33,184093
1,2,0,16,0,0,4,12,1,33,47,1061
1,2,0,16,0,0,4,12,1,47,33,16751
1,2,0,16,0,0,4,12,1,33,47,60650
1,2,0,16,0,0,5,12,3,47,33,25118
1,2,0,16,0,0,2,12,1,47,38,3443
1,2,0,16,0,0,2,12,2,38,47,10770
1,2,0,16,0,0,2,12,1,47,38,1372577
1,2,0,16,0,0,5,11,2,47,33,252930
1,2,0,16,0,0,2,12,2,33,47,13540
1,2,0,16,0,0,2,12,1,47,33,84750
1,2,0,16,0,0,3,12,1,33,47,87591
1,2,0,16,0,0,4,12,1,47,33,79034
1,2,9,15,0,1,3,11,1,171,12,21191
1,1,3,6,0,0,4,12,2,171,12,6619
1,2,0,16,0,0,2,11,1,33,47,118
1,2,0,16,0,0,4,11,2,47,33,5878
1,2,0,16,0,0,5,11,1,33,47,833
1,2,0,16,0,0,5,11,2,47,33,262818
1,2,0,7,0,0,1,12,3,47,146,57869
1,2,0,7,0,0,2,12,1,146,47,5753
1,2,0,7,0,0,2,12,1,47,146,94855
1,2,0,7,0,0,2,12,1,146,9,9602
1,2,0,7,0,0,2,12,2,9,146,85130
1,2,0,7,0,0,3,12,2,146,47,94794
1,2,0,16,0,1,5,11,1,47,21,352956
1,2,0,16,0,1,2,12,2,21,9,99936
1,2,0,16,0,0,5,11,1,47,33,243036
1,2,0,16,0,0,5,12,1,33,47,3057
1,2,0,16,0,0,5,12,2,47,33,7658
1,2,0,16,0,0,5,12,2,33,47,3308
1,2,0,16,0,0,5,12,1,47,33,261554
1,2,0,16,1,0,1,12,3,47,146,763097
1,2,0,16,1,0,3,13,2,146,47,511147
1,2,0,16,1,0,2,14,2,47,146,771514
1,2,0,16,1,0,4,15,1,146,47,6513
1,3,0,16,0,0,2,11,2,47,33,190261
1,3,0,16,0,0,5,11,1,47,45,4843
1,3,0,16,0,0,5,11,2,45,33,258267
1,3,0,16,0,0,1,12,2,33,45,6486
1,3,0,16,0,0,1,12,2,45,33,10698
1,3,0,16,0,0,2,12,3,33,45,3482
1,3,0,16,0,0,2,12,1,45,33,1782
1,2,0,16,0,0,4,11,1,47,45,6091
1,2,0,16,0,0,4,11,2,45,33,11179
1,2,0,16,0,0,4,11,1,33,45,653
1,2,0,16,0,0,4,11,1,45,33,62239
1,2,3,0,0,0,2,11,2,171,48,4084
1,2,0,16,0,0,4,11,2,47,33,11122
1,2,0,16,0,0,4,11,2,33,45,3715
1,2,0,16,0,0,4,11,2,45,33,7336
1,2,0,16,0,0,4,11,1,33,45,442
1,2,0,16,0,0,4,11,1,45,33,62640
1,2,0,16,0,0,1,12,2,47,33,1107
1,2,0,16,0,0,1,12,2,33,47,13049
1,2,0,16,0,0,1,12,3,47,33,59211
1,2,0,16,0,0,2,12,1,47,33,104256
1,2,0,16,0,0,4,12,1,33,47,13330
1,2,0,16,0,0,4,12,1,47,33,81541
3,1,9,7,0,1,2,14,1,83,8,10717
3,1,9,7,0,1,2,14,2,8,36,14777
1,2,0,16,0,0,3,12,1,47,33,20600
1,2,0,16,0,0,5,12,2,33,47,251513
1,2,0,16,0,0,1,13,1,47,33,15423
1,2,0,16,0,0,2,13,2,33,47,7392
1,2,0,16,0,0,2,13,1,47,33,63091
4,2,0,6,0,0,3,11,1,171,9,218
4,2,0,6,0,0,3,11,1,9,62,66272
1,2,0,6,1,1,1,12,1,171,12,1864
1,3,8,0,0,0,2,11,2,171,48,1730
1,3,8,0,0,0,2,11,1,48,141,544
1,3,8,0,0,0,2,11,3,141,48,57536
1,2,0,16,0,0,3,11,2,47,33,965
1,2,0,16,0,0,3,11,1,33,9,354
1,2,0,16,0,0,3,11,1,9,33,95
1,2,0,16,0,0,3,11,1,33,47,58028
1,2,0,16,0,0,4,11,3,47,33,26187
1,2,0,16,0,0,4,11,1,33,36,92224
1,2,0,16,0,0,5,11,1,36,33,238811
1,2,1,0,0,0,2,11,1,171,9,5378
1,2,0,16,0,0,3,11,1,47,33,1373
1,2,0,16,0,0,4,11,2,33,47,1631
1,2,0,16,0,0,4,11,2,47,33,4546
1,2,0,16,0,0,4,11,1,33,47,64529
1,2,0,16,0,0,5,11,1,47,33,2253
1,2,0,16,0,0,4,11,1,47,33,677
1,2,0,16,0,0,4,11,1,33,47,62714
1,2,0,16,0,0,5,11,1,47,33,647
1,2,0,16,0,0,5,11,1,33,47,1877
1,2,0,16,0,0,5,11,1,47,33,7633
1,3,3,0,1,0,2,11,1,171,48,2797
1,1,9,0,0,0,3,11,2,171,9,73777
1,1,9,16,1,0,1,13,1,46,47,92041
1,1,9,16,1,0,2,13,1,47,9,2134
1,1,9,16,1,0,2,13,2,1,9,2686
1,1,9,16,1,0,4,13,1,1,9,2066
1,1,9,16,1,0,2,14,1,1,9,62903
1,1,9,16,1,0,5,14,1,1,47,281888
1,1,9,16,1,0,1,15,1,47,9,1393
1,2,0,9,0,0,2,11,1,48,141,58255
1,2,0,9,0,0,3,11,3,141,48,175664
3,1,9,0,0,0,3,12,1,9,36,160674
1,2,0,9,0,1,3,11,1,48,141,16807
1,1,9,6,0,0,5,11,1,9,36,451307
1,1,9,6,0,0,2,13,2,36,9,4757
1,1,9,6,0,0,2,13,1,9,62,82503
3,1,1,0,0,1,1,13,2,36,9,6340
3,1,1,0,0,1,1,13,1,9,36,370
1,2,0,0,1,0,0,11,1,171,12,691927
1,1,9,0,0,0,2,12,3,171,9,62758
1,2,3,9,0,1,0,11,1,171,48,60436
1,2,3,9,0,1,4,16,3,141,48,56207
1,2,3,9,0,1,5,16,2,48,141,353368
1,3,6,8,0,0,2,11,3,171,12,1098289
1,3,6,8,0,0,1,13,1,171,12,6333
1,3,6,8,0,0,3,16,1,171,12,524247
1,2,1,16,0,1,6,12,1,171,12,173911
1,2,0,16,0,0,5,11,1,47,33,6120
1,2,0,16,0,0,5,11,1,33,47,236136
1,2,0,16,0,0,1,12,1,47,33,3570
1,2,0,16,0,0,2,12,1,33,47,60791
1,2,0,16,0,0,3,12,3,47,33,10725
1,2,0,16,0,0,3,12,2,33,47,2500
1,2,0,16,0,0,3,12,2,47,33,74854
1,2,0,16,1,0,5,11,2,47,33,4837
1,2,0,0,1,0,5,11,1,47,33,465
1,2,0,0,1,0,4,13,2,33,47,3616
1,2,0,0,1,0,4,13,2,47,33,1348
1,2,0,16,1,0,1,12,1,47,45,68819
1,2,0,16,1,0,2,12,1,45,33,7597
1,2,0,16,1,0,2,12,1,33,45,1059
1,2,0,16,1,0,2,12,1,45,33,61902
1,2,0,16,1,0,4,11,1,47,33,20668
1,2,0,16,1,0,4,11,1,33,47,64560
1,2,0,16,1,0,5,11,1,47,33,257
1,2,0,16,1,0,5,11,1,33,47,1661
1,2,0,16,1,0,5,11,1,47,33,239382
3,2,0,13,0,0,5,13,1,141,48,16833490
3,1,9,0,0,0,5,11,1,9,36,432483
1,2,3,15,1,0,3,11,2,171,12,692074
1,1,3,16,0,0,3,11,1,171,12,1035962
1,1,3,16,0,0,1,13,1,12,9,1376680
1,2,0,7,1,0,5,11,2,171,68,942779
1,2,1,16,0,0,3,11,2,46,9,71543
1,2,1,16,0,0,4,11,1,9,47,437432
1,2,1,16,0,0,2,12,2,47,9,243
1,2,1,16,0,0,2,12,2,9,47,99072
1,2,1,16,0,0,3,12,1,47,9,132
1,2,1,16,0,0,3,12,1,9,47,1241
1,2,1,16,0,0,3,12,1,47,9,182
1,2,0,16,1,0,3,11,1,171,33,15816
1,2,0,16,1,0,4,11,2,47,45,5028
1,2,0,16,1,0,4,11,2,45,33,5124
1,2,0,16,1,0,5,11,2,33,45,1928
1,2,0,16,1,0,5,11,2,45,33,725
1,2,0,16,1,0,5,11,2,33,45,699
1,2,0,16,1,0,5,11,2,45,33,8890
1,2,0,16,1,0,1,12,3,33,45,190794
1,2,0,16,1,0,3,12,2,45,33,75661
1,2,0,16,0,0,6,12,1,171,9,167650
1,2,0,16,1,0,5,11,2,47,45,438859
1,2,0,16,1,0,3,12,1,45,33,71323
1,2,0,16,1,0,1,13,1,33,45,1492
1,2,0,16,1,0,1,13,1,45,33,6475
1,2,0,16,1,0,1,13,2,33,45,800
1,2,0,16,1,0,1,13,2,45,33,3163
1,2,0,16,1,0,1,13,2,33,45,5576
1,2,0,16,1,0,1,13,2,45,33,622
3,1,1,0,0,1,2,13,1,36,9,1689
3,1,1,0,0,1,3,13,3,9,36,2698
1,3,3,0,0,0,3,11,1,171,12,506492
1,1,9,16,0,0,3,11,1,9,47,7383
1,1,9,16,0,0,3,11,1,46,9,60416
1,1,9,16,0,0,4,11,1,9,47,435721
1,1,9,16,0,0,2,12,1,47,9,936
1,2,0,16,1,0,3,11,2,33,47,688
1,2,0,16,1,0,3,11,2,47,33,7408
1,2,0,16,1,0,5,11,1,33,47,239
1,2,0,7,1,0,3,11,2,33,47,2665
1,2,0,7,1,0,3,11,2,47,33,5492
1,2,0,7,1,0,5,11,1,33,47,27733
1,2,0,7,1,0,5,11,1,47,33,231921
1,2,0,7,1,0,2,12,1,171,33,10504
1,2,0,7,1,0,2,12,2,33,47,73147
1,2,0,7,1,0,3,12,1,47,33,1119
1,3,0,7,1,1,5,22,2,36,12,7696
1,3,0,7,1,1,5,22,2,12,36,260814
1,3,0,7,1,1,1,23,2,36,166,7206242
1,3,0,7,1,1,3,23,3,36,166,7055688
1,3,0,7,1,1,2,28,1,36,68,1984867
1,3,0,7,1,1,4,31,2,68,36,6973
1,3,0,7,1,1,5,31,1,36,166,2040408
1,3,0,7,1,1,1,32,1,36,166,1773422
1,3,0,7,1,1,1,33,1,36,166,1170754
1,3,0,7,1,1,0,33,3,166,36,48601
1,3,0,7,1,1,2,34,3,36,166,490580
1,3,0,7,1,1,1,37,2,12,166,688280
1,2,0,13,1,1,4,11,1,68,9,638
1,2,3,0,0,0,3,11,1,171,141,614390
1,1,9,7,0,0,6,12,2,171,9,159794
1,2,1,13,0,0,3,11,1,171,48,149773
1,1,9,16,0,0,6,12,2,171,9,171780
3,2,0,13,0,0,2,12,1,36,48,3888
1,2,0,7,1,0,2,14,1,9,68,87270
1,1,3,7,0,1,3,11,1,171,12,74349
1,2,0,6,1,0,4,11,1,171,9,64319
1,2,0,7,1,0,3,15,2,9,47,77817
1,2,0,7,1,0,4,15,1,47,9,3939
1,2,0,7,1,0,4,15,2,9,47,73672
1,2,0,7,1,0,5,15,3,47,9,14395
1,2,0,7,1,0,3,16,3,9,47,30075
1,2,0,7,1,0,3,16,1,47,9,1008142
1,2,0,7,1,0,1,18,1,9,68,28361
1,2,0,7,1,0,3,15,2,9,47,434940
1,2,0,7,1,0,1,16,2,47,9,8672
1,2,0,7,1,0,3,16,3,9,47,30851
1,2,0,7,1,0,0,19,3,9,68,1438495
1,1,3,8,0,1,5,13,1,171,12,239250
1,1,9,0,1,0,2,12,1,171,68,85861
1,1,9,16,0,0,2,12,1,46,45,3038
1,1,9,16,0,0,2,12,1,45,9,1386
1,1,9,16,0,0,4,12,2,9,45,14774
1,1,9,16,0,0,4,12,1,45,9,2026
1,2,9,16,1,0,4,11,1,9,38,356210
1,1,1,0,0,1,4,11,3,171,12,8347
1,1,3,7,0,1,6,12,1,171,19,166496
1,1,3,16,0,0,4,11,1,171,48,703
1,3,3,15,0,0,4,11,1,171,12,12519
1,1,3,0,0,0,4,11,1,171,48,443323
3,1,9,16,0,0,0,12,1,171,9,178392
3,1,9,16,0,0,5,17,1,83,36,616217
1,2,1,7,0,1,6,12,1,171,21,168922
1,3,3,0,0,0,4,11,1,171,48,1390
1,3,3,0,0,0,4,11,1,48,141,517849
1,3,3,0,0,0,3,12,1,141,48,1207122
1,3,3,9,0,1,2,19,1,9,166,13563116
1,2,3,16,0,1,4,11,1,171,12,335
4,2,0,16,0,0,1,13,1,171,36,82579
4,2,0,16,0,0,2,13,1,36,21,2499622
1,2,0,16,2,0,5,11,1,47,33,5484
1,2,0,16,2,0,5,11,2,33,47,215
1,2,0,16,2,0,5,11,2,47,33,3742
1,3,8,13,0,0,4,11,2,171,48,2122
1,2,3,13,0,0,4,11,2,171,48,72795
1,2,0,16,2,0,1,12,2,47,45,6285
1,2,0,16,2,0,1,12,1,45,33,1031
1,2,0,16,2,0,1,12,1,33,45,522
1,2,0,16,2,0,1,12,1,45,33,59931
1,2,0,16,2,0,2,12,2,47,33,3737
1,2,0,16,2,0,2,12,1,33,47,59865
1,2,0,16,2,0,3,12,3,47,33,93183
1,3,3,6,0,0,4,11,2,171,48,987
1,3,3,6,0,0,4,11,2,48,141,89470
1,2,0,0,0,0,2,12,1,46,45,3300
1,2,0,0,0,0,2,12,2,45,9,5271
1,2,0,0,0,0,2,12,2,9,45,9550
1,2,0,0,0,0,2,12,1,45,9,538
1,1,9,16,0,0,1,12,1,171,9,206
1,1,9,16,0,0,3,12,2,171,9,672
1,2,3,0,0,0,4,11,2,171,9,351432
1,2,0,7,0,0,1,12,2,47,146,176488
1,2,0,7,0,0,3,12,2,146,47,67899
1,2,1,13,0,0,4,11,2,171,48,66455
1,1,1,16,0,0,6,12,2,36,9,80684
1,1,1,16,0,0,1,13,1,9,36,229
1,1,1,16,0,0,1,13,1,36,9,729
1,1,1,16,0,0,2,13,1,9,36,6536
1,1,1,16,0,0,2,13,1,36,9,479
1,1,1,16,0,0,2,13,2,9,36,3315
1,1,1,16,0,0,2,13,2,36,9,1259
1,1,1,16,0,0,2,13,2,9,36,10761
1,2,0,16,1,0,1,12,2,47,33,94
1,2,0,16,1,0,1,12,1,33,47,5752
1,2,0,16,1,0,1,12,1,47,33,56884
1,2,0,16,1,0,2,12,1,33,47,1167
1,2,0,16,1,0,2,12,1,47,33,1475
1,1,9,0,0,0,4,11,1,171,9,693449
1,2,0,7,0,0,2,12,2,46,9,275565
1,2,0,7,0,0,5,12,1,9,47,260987
1,2,0,7,0,0,1,13,1,47,9,235717
1,2,0,7,0,0,5,13,1,9,47,419
1,2,0,7,0,0,5,13,1,47,9,229
1,2,3,0,0,0,6,12,2,171,9,438697
1,1,3,0,0,0,4,13,3,36,9,56681
1,1,3,0,0,0,4,11,1,171,48,1898193
1,2,0,16,0,0,5,11,2,47,33,1171
1,2,0,16,0,0,5,11,2,33,47,2035
1,2,0,16,0,0,5,11,1,47,33,4148
1,2,0,16,0,0,1,12,1,33,47,68404
1,2,0,16,0,0,2,12,1,47,33,5147
1,2,0,16,0,0,2,12,1,33,47,54215
3,1,9,8,0,1,4,12,2,9,36,84301
1,2,1,15,0,1,5,11,3,171,12,10687
1,2,0,0,0,0,2,12,3,47,33,57514
1,2,0,0,0,0,3,12,3,33,9,5012
1,2,0,16,2,0,3,12,1,47,33,86581
1,2,0,16,2,0,4,12,2,33,47,2975
1,2,0,16,2,0,4,12,2,47,33,3793
1,2,3,0,0,0,5,11,1,171,48,380
1,2,0,0,0,0,3,12,2,47,33,78572
1,2,0,16,0,0,3,12,3,47,33,59030
1,2,0,16,0,0,4,12,1,33,47,2415
1,2,0,16,0,0,4,12,3,47,33,1918
1,2,0,16,1,0,1,12,1,47,33,59930
1,2,0,16,1,0,2,12,1,33,47,5019
1,2,0,16,1,0,2,12,1,47,33,7787
1,2,0,16,1,0,2,12,1,33,47,4383
1,2,0,16,1,0,2,12,1,47,33,57724
1,2,0,16,1,0,3,12,1,33,47,1307
1,2,0,16,1,0,3,12,1,47,33,1520
1,2,0,0,0,0,0,12,3,171,9,665627
1,1,0,6,0,0,6,12,3,171,19,139918
1,2,0,16,1,0,2,12,1,47,33,12057
1,2,0,16,1,0,4,12,1,33,47,19556
1,2,0,16,1,0,4,12,1,47,33,68812
1,2,0,16,1,0,5,12,2,33,47,10013
1,2,0,16,1,0,5,12,1,47,33,237162
1,2,0,16,1,0,3,12,1,47,45,3812
1,2,0,16,1,0,3,12,1,45,33,82933
1,2,0,16,1,0,5,12,1,45,47,4295
1,2,0,16,1,0,5,12,1,47,33,18732
1,2,0,16,1,0,5,12,1,33,47,939
1,2,0,16,1,0,2,12,1,47,33,1571
1,2,0,16,1,0,3,12,3,33,47,5645
1,2,0,16,1,0,3,12,1,47,33,1424
1,2,0,16,1,0,3,12,1,47,33,58358
1,2,0,16,1,0,4,12,1,33,47,7615
1,2,0,16,1,0,4,12,1,47,33,1090
1,2,0,16,1,0,5,12,3,33,47,2325
1,2,0,16,1,0,5,12,1,47,33,10553
1,2,0,16,0,0,3,12,1,47,33,60171
1,2,0,16,0,0,4,12,1,33,47,2352
1,2,0,16,0,0,4,12,1,47,33,1108
1,2,0,16,0,0,3,13,2,33,47,12507
1,2,0,16,0,0,3,13,3,47,33,57124
1,2,0,16,0,0,4,13,1,33,47,2057
1,2,0,16,0,0,4,13,1,47,33,15231
1,2,0,16,0,0,5,13,1,33,47,3091
1,2,0,16,0,0,5,13,1,47,33,14846
1,2,0,16,1,0,4,12,2,47,33,2882
1,2,0,16,1,0,5,12,3,33,47,265227
1,2,0,16,1,0,1,13,1,47,33,148
1,2,0,16,1,0,2,13,2,33,47,9069
1,2,0,16,1,0,3,12,2,47,33,81637
1,2,0,16,1,0,4,12,1,33,47,1630
1,2,0,16,1,0,4,12,1,47,33,15757
1,2,0,16,1,0,4,12,1,33,47,61040
1,2,0,16,1,0,5,12,1,47,33,5151
1,2,0,16,1,0,5,12,2,33,47,10434
1,2,0,16,1,0,5,12,1,47,33,6082
1,2,0,16,1,0,4,12,2,47,33,441925
1,2,0,16,1,0,2,13,1,33,47,132
1,2,0,16,1,0,5,12,1,47,33,4619
1,2,0,16,1,0,2,13,2,33,47,8145
1,2,0,16,1,0,2,13,2,47,33,7166
1,2,0,16,1,0,4,12,2,47,33,6299
1,2,0,16,1,0,5,12,1,33,47,10799
1,2,0,16,1,0,5,12,2,47,33,1511
1,2,0,16,1,0,1,13,3,33,47,2797
1,2,0,16,1,0,1,13,1,47,33,10412
1,2,0,16,0,0,4,12,3,47,33,54196
1,2,0,16,0,0,3,13,2,33,47,12983
1,2,0,16,0,0,3,13,3,47,33,56764
1,2,0,16,0,0,4,13,1,33,47,2320
1,2,0,16,0,0,4,13,1,47,33,14869
1,2,0,16,0,0,5,13,1,33,47,5155
1,2,0,16,0,0,5,13,1,47,33,13357
1,2,3,7,0,1,0,11,3,171,9,16472
1,2,0,16,1,0,3,12,1,47,33,531678
1,2,0,16,1,0,2,13,1,33,47,81
1,2,0,16,1,0,2,13,1,47,33,2352
1,2,0,16,1,0,3,13,1,33,47,2645
1,1,3,16,0,1,6,12,2,171,12,165727
1,1,1,6,0,0,5,11,2,171,62,4736
1,2,3,15,0,0,5,11,2,171,12,11042
